id,channel,url,cut_interval,class,filename
3CMuw3ljBlQ,CBJ TV,https://www.youtube.com/watch?v=3CMuw3ljBlQ,0:00:57.00 -> 0:01:01.00,ashi_waza,ashi_waza_3CMuw3ljBlQ_luta10_sub01.mp4
3CMuw3ljBlQ,CBJ TV,https://www.youtube.com/watch?v=3CMuw3ljBlQ,0:02:54.00 -> 0:02:58.00,te_waza,te_waza_3CMuw3ljBlQ_luta11_sub01.mp4
3CMuw3ljBlQ,CBJ TV,https://www.youtube.com/watch?v=3CMuw3ljBlQ,0:01:08.00 -> 0:01:12.00,ashi_waza,ashi_waza_3CMuw3ljBlQ_luta12_sub01.mp4
3CMuw3ljBlQ,CBJ TV,https://www.youtube.com/watch?v=3CMuw3ljBlQ,0:02:52.00 -> 0:02:56.00,ashi_waza,ashi_waza_3CMuw3ljBlQ_luta13_sub01.mp4
3CMuw3ljBlQ,CBJ TV,https://www.youtube.com/watch?v=3CMuw3ljBlQ,0:05:54.00 -> 0:05:58.00,ashi_waza,ashi_waza_3CMuw3ljBlQ_luta13_sub02.mp4
3CMuw3ljBlQ,CBJ TV,https://www.youtube.com/watch?v=3CMuw3ljBlQ,0:02:20.00 -> 0:02:24.00,ashi_waza,ashi_waza_3CMuw3ljBlQ_luta14_sub01.mp4
3CMuw3ljBlQ,CBJ TV,https://www.youtube.com/watch?v=3CMuw3ljBlQ,0:00:58.00 -> 0:01:02.00,ashi_waza,ashi_waza_3CMuw3ljBlQ_luta16_sub01.mp4
3CMuw3ljBlQ,CBJ TV,https://www.youtube.com/watch?v=3CMuw3ljBlQ,0:01:54.00 -> 0:01:58.00,ashi_waza,ashi_waza_3CMuw3ljBlQ_luta16_sub02.mp4
3CMuw3ljBlQ,CBJ TV,https://www.youtube.com/watch?v=3CMuw3ljBlQ,0:00:43.00 -> 0:00:47.00,ashi_waza,ashi_waza_3CMuw3ljBlQ_luta17_sub01.mp4
3CMuw3ljBlQ,CBJ TV,https://www.youtube.com/watch?v=3CMuw3ljBlQ,0:01:15.00 -> 0:01:19.00,ashi_waza,ashi_waza_3CMuw3ljBlQ_luta17_sub02.mp4
3CMuw3ljBlQ,CBJ TV,https://www.youtube.com/watch?v=3CMuw3ljBlQ,0:00:20.00 -> 0:00:24.00,ashi_waza,ashi_waza_3CMuw3ljBlQ_luta18_sub01.mp4
3CMuw3ljBlQ,CBJ TV,https://www.youtube.com/watch?v=3CMuw3ljBlQ,0:05:19.00 -> 0:05:23.00,ashi_waza,ashi_waza_3CMuw3ljBlQ_luta18_sub05.mp4
3CMuw3ljBlQ,CBJ TV,https://www.youtube.com/watch?v=3CMuw3ljBlQ,0:02:15.00 -> 0:02:19.00,ashi_waza,ashi_waza_3CMuw3ljBlQ_luta19_sub03.mp4
3CMuw3ljBlQ,CBJ TV,https://www.youtube.com/watch?v=3CMuw3ljBlQ,0:00:36.00 -> 0:00:40.00,ashi_waza,ashi_waza_3CMuw3ljBlQ_luta20_sub01.mp4
3CMuw3ljBlQ,CBJ TV,https://www.youtube.com/watch?v=3CMuw3ljBlQ,0:01:37.00 -> 0:01:41.00,ashi_waza,ashi_waza_3CMuw3ljBlQ_luta22_sub01.mp4
3CMuw3ljBlQ,CBJ TV,https://www.youtube.com/watch?v=3CMuw3ljBlQ,0:04:06.00 -> 0:04:10.00,ashi_waza,ashi_waza_3CMuw3ljBlQ_luta22_sub02.mp4
3mcFb0cA808,CBJ TV,https://www.youtube.com/watch?v=3mcFb0cA808,0:00:21.36 -> 0:00:23.40,ashi_waza,ashi_waza_3mcFb0cA808_luta01_sub01.mp4
3mcFb0cA808,CBJ TV,https://www.youtube.com/watch?v=3mcFb0cA808,0:05:55.11 -> 0:05:56.85,ashi_waza,ashi_waza_3mcFb0cA808_luta01_sub02.mp4
3mcFb0cA808,CBJ TV,https://www.youtube.com/watch?v=3mcFb0cA808,0:03:12.22 -> 0:03:15.06,ashi_waza,ashi_waza_3mcFb0cA808_luta02_sub01.mp4
3mcFb0cA808,CBJ TV,https://www.youtube.com/watch?v=3mcFb0cA808,0:00:38.23 -> 0:00:41.00,ashi_waza,ashi_waza_3mcFb0cA808_luta04_sub01.mp4
3mcFb0cA808,CBJ TV,https://www.youtube.com/watch?v=3mcFb0cA808,0:02:39.69 -> 0:02:42.26,ashi_waza,ashi_waza_3mcFb0cA808_luta05_sub01.mp4
JTTP_kAAX7k,CBJ TV,https://www.youtube.com/watch?v=JTTP_kAAX7k,0:01:04.00 -> 0:01:08.00,ashi_waza,ashi_waza_JTTP_kAAX7k_luta02_sub01.mp4
JTTP_kAAX7k,CBJ TV,https://www.youtube.com/watch?v=JTTP_kAAX7k,0:09:05.00 -> 0:09:09.00,ashi_waza,ashi_waza_JTTP_kAAX7k_luta03_sub05.mp4
JTTP_kAAX7k,CBJ TV,https://www.youtube.com/watch?v=JTTP_kAAX7k,0:05:21.00 -> 0:05:25.00,ashi_waza,ashi_waza_JTTP_kAAX7k_luta04_sub04.mp4
JTTP_kAAX7k,CBJ TV,https://www.youtube.com/watch?v=JTTP_kAAX7k,0:07:19.00 -> 0:07:23.00,ashi_waza,ashi_waza_JTTP_kAAX7k_luta04_sub06.mp4
JTTP_kAAX7k,CBJ TV,https://www.youtube.com/watch?v=JTTP_kAAX7k,0:08:35.00 -> 0:08:39.00,ashi_waza,ashi_waza_JTTP_kAAX7k_luta04_sub07.mp4
JTTP_kAAX7k,CBJ TV,https://www.youtube.com/watch?v=JTTP_kAAX7k,0:04:28.00 -> 0:04:32.00,ashi_waza,ashi_waza_JTTP_kAAX7k_luta07_sub02.mp4
JTTP_kAAX7k,CBJ TV,https://www.youtube.com/watch?v=JTTP_kAAX7k,0:04:17.00 -> 0:04:21.00,ashi_waza,ashi_waza_JTTP_kAAX7k_luta08_sub03.mp4
JTTP_kAAX7k,CBJ TV,https://www.youtube.com/watch?v=JTTP_kAAX7k,0:03:55.00 -> 0:03:59.00,ashi_waza,ashi_waza_JTTP_kAAX7k_luta09_sub01.mp4
JTTP_kAAX7k,CBJ TV,https://www.youtube.com/watch?v=JTTP_kAAX7k,0:01:14.00 -> 0:01:18.00,ashi_waza,ashi_waza_JTTP_kAAX7k_luta10_sub02.mp4
JTTP_kAAX7k,CBJ TV,https://www.youtube.com/watch?v=JTTP_kAAX7k,0:01:25.00 -> 0:01:29.00,ashi_waza,ashi_waza_JTTP_kAAX7k_luta11_sub01.mp4
JTTP_kAAX7k,CBJ TV,https://www.youtube.com/watch?v=JTTP_kAAX7k,0:06:46.00 -> 0:06:50.00,ashi_waza,ashi_waza_JTTP_kAAX7k_luta11_sub03.mp4
JTTP_kAAX7k,CBJ TV,https://www.youtube.com/watch?v=JTTP_kAAX7k,0:01:47.00 -> 0:01:51.00,ashi_waza,ashi_waza_JTTP_kAAX7k_luta13_sub02.mp4
KJoE31ErlHY,CBJ TV,https://www.youtube.com/watch?v=KJoE31ErlHY,0:04:34.71 -> 0:04:36.35,ashi_waza,ashi_waza_KJoE31ErlHY_luta01_sub05.mp4
KJoE31ErlHY,CBJ TV,https://www.youtube.com/watch?v=KJoE31ErlHY,0:00:13.10 -> 0:00:15.63,ashi_waza,ashi_waza_KJoE31ErlHY_luta02_sub01.mp4
KJoE31ErlHY,CBJ TV,https://www.youtube.com/watch?v=KJoE31ErlHY,0:04:33.55 -> 0:04:35.72,ashi_waza,ashi_waza_KJoE31ErlHY_luta04_sub01.mp4
KJoE31ErlHY,CBJ TV,https://www.youtube.com/watch?v=KJoE31ErlHY,0:01:34.00 -> 0:01:38.00,ashi_waza,ashi_waza_KJoE31ErlHY_luta10_sub01.mp4
KJoE31ErlHY,CBJ TV,https://www.youtube.com/watch?v=KJoE31ErlHY,0:01:43.00 -> 0:01:47.00,ashi_waza,ashi_waza_KJoE31ErlHY_luta11_sub02.mp4
KJoE31ErlHY,CBJ TV,https://www.youtube.com/watch?v=KJoE31ErlHY,0:02:22.00 -> 0:02:26.00,ashi_waza,ashi_waza_KJoE31ErlHY_luta11_sub03.mp4
KJoE31ErlHY,CBJ TV,https://www.youtube.com/watch?v=KJoE31ErlHY,0:03:47.00 -> 0:03:51.00,ashi_waza,ashi_waza_KJoE31ErlHY_luta12_sub01.mp4
KJoE31ErlHY,CBJ TV,https://www.youtube.com/watch?v=KJoE31ErlHY,0:03:51.00 -> 0:03:55.00,ashi_waza,ashi_waza_KJoE31ErlHY_luta13_sub04.mp4
KQ42cd2XwEY,CBJ TV,https://www.youtube.com/watch?v=KQ42cd2XwEY,0:04:10.60 -> 0:04:12.50,ashi_waza,ashi_waza_KQ42cd2XwEY_luta02_sub02.mp4
KQ42cd2XwEY,CBJ TV,https://www.youtube.com/watch?v=KQ42cd2XwEY,0:07:05.89 -> 0:07:08.92,ashi_waza,ashi_waza_KQ42cd2XwEY_luta05_06_sub01.mp4
KQ42cd2XwEY,CBJ TV,https://www.youtube.com/watch?v=KQ42cd2XwEY,0:08:01.68 -> 0:08:05.45,ashi_waza,ashi_waza_KQ42cd2XwEY_luta05_06_sub02.mp4
KQ42cd2XwEY,CBJ TV,https://www.youtube.com/watch?v=KQ42cd2XwEY,0:06:29.17 -> 0:06:32.40,ashi_waza,ashi_waza_KQ42cd2XwEY_luta07_sub04.mp4
KQ42cd2XwEY,CBJ TV,https://www.youtube.com/watch?v=KQ42cd2XwEY,0:04:04.66 -> 0:04:06.90,sutemi_waza,sutemi_waza_KQ42cd2XwEY_luta09_sub02.mp4
KQ42cd2XwEY,CBJ TV,https://www.youtube.com/watch?v=KQ42cd2XwEY,0:01:32.96 -> 0:01:35.56,ashi_waza,ashi_waza_KQ42cd2XwEY_luta10_sub01.mp4
KQ42cd2XwEY,CBJ TV,https://www.youtube.com/watch?v=KQ42cd2XwEY,0:03:23.75 -> 0:03:27.82,ashi_waza,ashi_waza_KQ42cd2XwEY_luta10_sub03.mp4
KQ42cd2XwEY,CBJ TV,https://www.youtube.com/watch?v=KQ42cd2XwEY,0:01:47.26 -> 0:01:50.32,ashi_waza,ashi_waza_KQ42cd2XwEY_luta12_sub01.mp4
KQ42cd2XwEY,CBJ TV,https://www.youtube.com/watch?v=KQ42cd2XwEY,0:02:39.65 -> 0:02:42.58,ashi_waza,ashi_waza_KQ42cd2XwEY_luta13_sub02.mp4
KQ42cd2XwEY,CBJ TV,https://www.youtube.com/watch?v=KQ42cd2XwEY,0:04:18.61 -> 0:04:21.04,ashi_waza,ashi_waza_KQ42cd2XwEY_luta14_sub02.mp4
KQ42cd2XwEY,CBJ TV,https://www.youtube.com/watch?v=KQ42cd2XwEY,0:02:08.22 -> 0:02:11.22,ashi_waza,ashi_waza_KQ42cd2XwEY_luta15_sub02.mp4
KQ42cd2XwEY,CBJ TV,https://www.youtube.com/watch?v=KQ42cd2XwEY,0:03:09.99 -> 0:03:14.56,ashi_waza,ashi_waza_KQ42cd2XwEY_luta15_sub04.mp4
S4sz6Cu0a0A,CBJ TV,https://www.youtube.com/watch?v=S4sz6Cu0a0A,0:05:09.00 -> 0:05:13.00,ashi_waza,ashi_waza_S4sz6Cu0a0A_luta03_sub01.mp4
S4sz6Cu0a0A,CBJ TV,https://www.youtube.com/watch?v=S4sz6Cu0a0A,0:05:53.00 -> 0:05:57.00,ashi_waza,ashi_waza_S4sz6Cu0a0A_luta03_sub02.mp4
S4sz6Cu0a0A,CBJ TV,https://www.youtube.com/watch?v=S4sz6Cu0a0A,0:03:39.68 -> 0:03:42.51,ashi_waza,ashi_waza_S4sz6Cu0a0A_luta06_sub01.mp4
S4sz6Cu0a0A,CBJ TV,https://www.youtube.com/watch?v=S4sz6Cu0a0A,0:02:54.28 -> 0:02:57.35,ashi_waza,ashi_waza_S4sz6Cu0a0A_luta07_sub01.mp4
S4sz6Cu0a0A,CBJ TV,https://www.youtube.com/watch?v=S4sz6Cu0a0A,0:00:44.93 -> 0:00:47.00,ashi_waza,ashi_waza_S4sz6Cu0a0A_luta08_sub01.mp4
S4sz6Cu0a0A,CBJ TV,https://www.youtube.com/watch?v=S4sz6Cu0a0A,0:03:03.00 -> 0:03:07.00,ashi_waza,ashi_waza_S4sz6Cu0a0A_luta09_sub01.mp4
S4sz6Cu0a0A,CBJ TV,https://www.youtube.com/watch?v=S4sz6Cu0a0A,0:05:53.00 -> 0:05:57.00,ashi_waza,ashi_waza_S4sz6Cu0a0A_luta09_sub03.mp4
S4sz6Cu0a0A,CBJ TV,https://www.youtube.com/watch?v=S4sz6Cu0a0A,0:04:33.00 -> 0:04:37.00,ashi_waza,ashi_waza_S4sz6Cu0a0A_luta10_sub02.mp4
S4sz6Cu0a0A,CBJ TV,https://www.youtube.com/watch?v=S4sz6Cu0a0A,0:01:52.00 -> 0:01:56.00,ashi_waza,ashi_waza_S4sz6Cu0a0A_luta11_sub03.mp4
S4sz6Cu0a0A,CBJ TV,https://www.youtube.com/watch?v=S4sz6Cu0a0A,0:00:55.00 -> 0:00:59.00,ashi_waza,ashi_waza_S4sz6Cu0a0A_luta12_sub01.mp4
S4sz6Cu0a0A,CBJ TV,https://www.youtube.com/watch?v=S4sz6Cu0a0A,0:00:34.00 -> 0:00:38.00,ashi_waza,ashi_waza_S4sz6Cu0a0A_luta13_sub01.mp4
S4sz6Cu0a0A,CBJ TV,https://www.youtube.com/watch?v=S4sz6Cu0a0A,0:00:50.00 -> 0:00:54.00,ashi_waza,ashi_waza_S4sz6Cu0a0A_luta14_sub01.mp4
S4sz6Cu0a0A,CBJ TV,https://www.youtube.com/watch?v=S4sz6Cu0a0A,0:00:25.00 -> 0:00:29.00,ashi_waza,ashi_waza_S4sz6Cu0a0A_luta15_sub01.mp4
S4sz6Cu0a0A,CBJ TV,https://www.youtube.com/watch?v=S4sz6Cu0a0A,0:01:37.00 -> 0:01:41.00,ashi_waza,ashi_waza_S4sz6Cu0a0A_luta16_sub01.mp4
S4sz6Cu0a0A,CBJ TV,https://www.youtube.com/watch?v=S4sz6Cu0a0A,0:01:56.00 -> 0:02:00.00,ashi_waza,ashi_waza_S4sz6Cu0a0A_luta16_sub02.mp4
S4sz6Cu0a0A,CBJ TV,https://www.youtube.com/watch?v=S4sz6Cu0a0A,0:04:05.00 -> 0:04:09.00,ashi_waza,ashi_waza_S4sz6Cu0a0A_luta16_sub04.mp4
S4sz6Cu0a0A,CBJ TV,https://www.youtube.com/watch?v=S4sz6Cu0a0A,0:00:32.00 -> 0:00:36.00,ashi_waza,ashi_waza_S4sz6Cu0a0A_luta17_sub01.mp4
S4sz6Cu0a0A,CBJ TV,https://www.youtube.com/watch?v=S4sz6Cu0a0A,0:08:45.00 -> 0:08:49.00,ashi_waza,ashi_waza_S4sz6Cu0a0A_luta17_sub03.mp4
S4sz6Cu0a0A,CBJ TV,https://www.youtube.com/watch?v=S4sz6Cu0a0A,0:03:55.00 -> 0:03:59.00,ashi_waza,ashi_waza_S4sz6Cu0a0A_luta18_sub01.mp4
S4sz6Cu0a0A,CBJ TV,https://www.youtube.com/watch?v=S4sz6Cu0a0A,0:04:21.00 -> 0:04:25.00,ashi_waza,ashi_waza_S4sz6Cu0a0A_luta18_sub02.mp4
Wa2koy9Wlx0,CBJ TV,https://www.youtube.com/watch?v=Wa2koy9Wlx0,0:00:50.73 -> 0:00:53.40,ashi_waza,ashi_waza_Wa2koy9Wlx0_luta03_sub01.mp4
Wa2koy9Wlx0,CBJ TV,https://www.youtube.com/watch?v=Wa2koy9Wlx0,0:03:49.12 -> 0:03:51.12,ashi_waza,ashi_waza_Wa2koy9Wlx0_luta03_sub03.mp4
Wa2koy9Wlx0,CBJ TV,https://www.youtube.com/watch?v=Wa2koy9Wlx0,0:04:47.65 -> 0:04:50.45,ashi_waza,ashi_waza_Wa2koy9Wlx0_luta03_sub04.mp4
Wa2koy9Wlx0,CBJ TV,https://www.youtube.com/watch?v=Wa2koy9Wlx0,0:00:44.16 -> 0:00:46.16,ashi_waza,ashi_waza_Wa2koy9Wlx0_luta05_sub01.mp4
Wa2koy9Wlx0,CBJ TV,https://www.youtube.com/watch?v=Wa2koy9Wlx0,0:02:00.56 -> 0:02:03.56,ashi_waza,ashi_waza_Wa2koy9Wlx0_luta07_sub02.mp4
Wa2koy9Wlx0,CBJ TV,https://www.youtube.com/watch?v=Wa2koy9Wlx0,0:04:33.81 -> 0:04:35.38,ashi_waza,ashi_waza_Wa2koy9Wlx0_luta07_sub04.mp4
Wa2koy9Wlx0,CBJ TV,https://www.youtube.com/watch?v=Wa2koy9Wlx0,0:02:56.00 -> 0:03:00.00,ashi_waza,ashi_waza_Wa2koy9Wlx0_luta08_sub01.mp4
Wa2koy9Wlx0,CBJ TV,https://www.youtube.com/watch?v=Wa2koy9Wlx0,0:00:22.20 -> 0:00:24.43,ashi_waza,ashi_waza_Wa2koy9Wlx0_luta09_sub01.mp4
Wa2koy9Wlx0,CBJ TV,https://www.youtube.com/watch?v=Wa2koy9Wlx0,0:00:52.06 -> 0:00:54.53,ashi_waza,ashi_waza_Wa2koy9Wlx0_luta12_sub01.mp4
Wa2koy9Wlx0,CBJ TV,https://www.youtube.com/watch?v=Wa2koy9Wlx0,0:01:53.10 -> 0:01:55.10,ashi_waza,ashi_waza_Wa2koy9Wlx0_luta15_sub01.mp4
Wa2koy9Wlx0,CBJ TV,https://www.youtube.com/watch?v=Wa2koy9Wlx0,0:03:10.59 -> 0:03:13.49,ashi_waza,ashi_waza_Wa2koy9Wlx0_luta15_sub03.mp4
Wa2koy9Wlx0,CBJ TV,https://www.youtube.com/watch?v=Wa2koy9Wlx0,0:06:57.61 -> 0:06:59.27,ashi_waza,ashi_waza_Wa2koy9Wlx0_luta15_sub04.mp4
Wa2koy9Wlx0,CBJ TV,https://www.youtube.com/watch?v=Wa2koy9Wlx0,0:00:20.23 -> 0:00:22.53,ashi_waza,ashi_waza_Wa2koy9Wlx0_luta18_sub01.mp4
Wa2koy9Wlx0,CBJ TV,https://www.youtube.com/watch?v=Wa2koy9Wlx0,0:01:46.92 -> 0:01:49.29,ashi_waza,ashi_waza_Wa2koy9Wlx0_luta18_sub02.mp4
Wa2koy9Wlx0,CBJ TV,https://www.youtube.com/watch?v=Wa2koy9Wlx0,0:03:17.36 -> 0:03:19.06,ashi_waza,ashi_waza_Wa2koy9Wlx0_luta22_sub01.mp4
Wa2koy9Wlx0,CBJ TV,https://www.youtube.com/watch?v=Wa2koy9Wlx0,0:04:57.68 -> 0:05:00.55,ashi_waza,ashi_waza_Wa2koy9Wlx0_luta22_sub02.mp4
Wa2koy9Wlx0,CBJ TV,https://www.youtube.com/watch?v=Wa2koy9Wlx0,0:03:56.85 -> 0:04:00.98,ashi_waza,ashi_waza_Wa2koy9Wlx0_luta22_sub03.mp4
Wa2koy9Wlx0,CBJ TV,https://www.youtube.com/watch?v=Wa2koy9Wlx0,0:02:34.15 -> 0:02:36.69,ashi_waza,ashi_waza_Wa2koy9Wlx0_luta23_sub01.mp4
lX7brd9T1-s,CBJ TV,https://www.youtube.com/watch?v=lX7brd9T1-s,0:02:31.00 -> 0:02:35.00,ashi_waza,ashi_waza_lX7brd9T1-s_luta01_sub01.mp4
lX7brd9T1-s,CBJ TV,https://www.youtube.com/watch?v=lX7brd9T1-s,0:03:27.00 -> 0:03:31.00,ashi_waza,ashi_waza_lX7brd9T1-s_luta01_sub02.mp4
lX7brd9T1-s,CBJ TV,https://www.youtube.com/watch?v=lX7brd9T1-s,0:04:01.00 -> 0:04:05.00,ashi_waza,ashi_waza_lX7brd9T1-s_luta01_sub03.mp4
lX7brd9T1-s,CBJ TV,https://www.youtube.com/watch?v=lX7brd9T1-s,0:00:42.00 -> 0:00:46.00,ashi_waza,ashi_waza_lX7brd9T1-s_luta03_sub02.mp4
lX7brd9T1-s,CBJ TV,https://www.youtube.com/watch?v=lX7brd9T1-s,0:02:12.00 -> 0:02:16.00,ashi_waza,ashi_waza_lX7brd9T1-s_luta06_sub01.mp4
lX7brd9T1-s,CBJ TV,https://www.youtube.com/watch?v=lX7brd9T1-s,0:02:38.00 -> 0:02:42.00,ashi_waza,ashi_waza_lX7brd9T1-s_luta06_sub02.mp4
lX7brd9T1-s,CBJ TV,https://www.youtube.com/watch?v=lX7brd9T1-s,0:03:47.00 -> 0:03:51.00,ashi_waza,ashi_waza_lX7brd9T1-s_luta06_sub03.mp4
lX7brd9T1-s,CBJ TV,https://www.youtube.com/watch?v=lX7brd9T1-s,0:04:13.00 -> 0:04:17.00,ashi_waza,ashi_waza_lX7brd9T1-s_luta06_sub04.mp4
lX7brd9T1-s,CBJ TV,https://www.youtube.com/watch?v=lX7brd9T1-s,0:04:42.00 -> 0:04:46.00,ashi_waza,ashi_waza_lX7brd9T1-s_luta06_sub05.mp4
lX7brd9T1-s,CBJ TV,https://www.youtube.com/watch?v=lX7brd9T1-s,0:02:38.00 -> 0:02:42.00,ashi_waza,ashi_waza_lX7brd9T1-s_luta07_sub01.mp4
