stable_id,old_filename,old_class_label,current_filename,current_class_label,true_class_binary,predicted_class,correct,confidence
2M0AufUQqrY_luta12_sub02.mp4,ashi_waza_2M0AufUQqrY_luta12_sub02.mp4,ashi_waza,ashi_waza_2M0AufUQqrY_luta12_sub02.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.9370273351669312
2M0AufUQqrY_luta12_sub03.mp4,ashi_waza_2M0AufUQqrY_luta12_sub03.mp4,ashi_waza,ashi_waza_2M0AufUQqrY_luta12_sub03.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.9710978269577026
2M0AufUQqrY_luta13_sub01.mp4,sutemi_waza_2M0AufUQqrY_luta13_sub01.mp4,sutemi_waza,ashi_waza_2M0AufUQqrY_luta13_sub01.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.9416728019714355
2M0AufUQqrY_luta13_sub02.mp4,ashi_waza_2M0AufUQqrY_luta13_sub02.mp4,ashi_waza,ashi_waza_2M0AufUQqrY_luta13_sub02.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.9101933836936952
2M0AufUQqrY_luta14_sub01.mp4,ashi_waza_2M0AufUQqrY_luta14_sub01.mp4,ashi_waza,ashi_waza_2M0AufUQqrY_luta14_sub01.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.9801796674728394
2M0AufUQqrY_luta15_sub01.mp4,ashi_waza_2M0AufUQqrY_luta15_sub01.mp4,ashi_waza,ashi_waza_2M0AufUQqrY_luta15_sub01.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.9342860579490662
2M0AufUQqrY_luta15_sub02.mp4,ashi_waza_2M0AufUQqrY_luta15_sub02.mp4,ashi_waza,ashi_waza_2M0AufUQqrY_luta15_sub02.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.7612481713294983
2M0AufUQqrY_luta15_sub04.mp4,ashi_waza_2M0AufUQqrY_luta15_sub04.mp4,ashi_waza,ashi_waza_2M0AufUQqrY_luta15_sub04.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.939852237701416
2M0AufUQqrY_luta16_sub03.mp4,ashi_waza_2M0AufUQqrY_luta16_sub03.mp4,ashi_waza,ashi_waza_2M0AufUQqrY_luta16_sub03.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.7926355004310608
2M0AufUQqrY_luta17_sub01.mp4,ashi_waza_2M0AufUQqrY_luta17_sub01.mp4,ashi_waza,ashi_waza_2M0AufUQqrY_luta17_sub01.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.9595364332199096
2M0AufUQqrY_luta18_sub01.mp4,ashi_waza_2M0AufUQqrY_luta18_sub01.mp4,ashi_waza,ashi_waza_2M0AufUQqrY_luta18_sub01.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.979430079460144
2M0AufUQqrY_luta18_sub02.mp4,ashi_waza_2M0AufUQqrY_luta18_sub02.mp4,ashi_waza,ashi_waza_2M0AufUQqrY_luta18_sub02.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.9894036054611206
2M0AufUQqrY_luta18_sub03.mp4,ashi_waza_2M0AufUQqrY_luta18_sub03.mp4,ashi_waza,ashi_waza_2M0AufUQqrY_luta18_sub03.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.941760241985321
2M0AufUQqrY_luta18_sub04.mp4,ashi_waza_2M0AufUQqrY_luta18_sub04.mp4,ashi_waza,ashi_waza_2M0AufUQqrY_luta18_sub04.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.8719773888587952
2M0AufUQqrY_luta18_sub05.mp4,ashi_waza_2M0AufUQqrY_luta18_sub05.mp4,ashi_waza,ashi_waza_2M0AufUQqrY_luta18_sub05.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.9286131262779236
2M0AufUQqrY_luta21_sub01.mp4,sutemi_waza_2M0AufUQqrY_luta21_sub01.mp4,sutemi_waza,ashi_waza_2M0AufUQqrY_luta21_sub01.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.9836698770523072
2M0AufUQqrY_luta21_sub02.mp4,ashi_waza_2M0AufUQqrY_luta21_sub02.mp4,ashi_waza,ashi_waza_2M0AufUQqrY_luta21_sub02.mp4,ashi_waza,tachi_waza,sutemi_waza,0,0.5697318911552429
2M0AufUQqrY_luta23_sub01.mp4,ashi_waza_2M0AufUQqrY_luta23_sub01.mp4,ashi_waza,ashi_waza_2M0AufUQqrY_luta23_sub01.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.5265368819236755
2M0AufUQqrY_luta23_sub03.mp4,ashi_waza_2M0AufUQqrY_luta23_sub03.mp4,ashi_waza,ashi_waza_2M0AufUQqrY_luta23_sub03.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.8114894032478333
2M0AufUQqrY_luta24_sub01.mp4,ashi_waza_2M0AufUQqrY_luta24_sub01.mp4,ashi_waza,ashi_waza_2M0AufUQqrY_luta24_sub01.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.8750942349433899
3CMuw3ljBlQ_luta02_sub02.mp4,ashi_waza_3CMuw3ljBlQ_luta02_sub02.mp4,ashi_waza,ashi_waza_3CMuw3ljBlQ_luta02_sub02.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.8894234299659729
3CMuw3ljBlQ_luta02_sub03.mp4,ashi_waza_3CMuw3ljBlQ_luta02_sub03.mp4,ashi_waza,ashi_waza_3CMuw3ljBlQ_luta02_sub03.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.9463320374488832
3CMuw3ljBlQ_luta03_sub04.mp4,ashi_waza_3CMuw3ljBlQ_luta03_sub04.mp4,ashi_waza,ashi_waza_3CMuw3ljBlQ_luta03_sub04.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.8892773389816284
3CMuw3ljBlQ_luta04_sub01.mp4,ashi_waza_3CMuw3ljBlQ_luta04_sub01.mp4,ashi_waza,ashi_waza_3CMuw3ljBlQ_luta04_sub01.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.7809404730796814
3CMuw3ljBlQ_luta05_sub01.mp4,ashi_waza_3CMuw3ljBlQ_luta05_sub01.mp4,ashi_waza,ashi_waza_3CMuw3ljBlQ_luta05_sub01.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.9650450944900512
3CMuw3ljBlQ_luta09_sub01.mp4,ashi_waza_3CMuw3ljBlQ_luta09_sub01.mp4,ashi_waza,ashi_waza_3CMuw3ljBlQ_luta09_sub01.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.8524449467658997
3CMuw3ljBlQ_luta09_sub04.mp4,ashi_waza_3CMuw3ljBlQ_luta09_sub04.mp4,ashi_waza,ashi_waza_3CMuw3ljBlQ_luta09_sub04.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.8555811643600464
3CMuw3ljBlQ_luta10_sub01.mp4,ashi_waza_3CMuw3ljBlQ_luta10_sub01.mp4,ashi_waza,ashi_waza_3CMuw3ljBlQ_luta10_sub01.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.9648689031600952
3CMuw3ljBlQ_luta11_sub01.mp4,ashi_waza_3CMuw3ljBlQ_luta11_sub01.mp4,ashi_waza,te_waza_3CMuw3ljBlQ_luta11_sub01.mp4,te_waza,tachi_waza,sutemi_waza,0,0.5096525549888611
3CMuw3ljBlQ_luta12_sub01.mp4,ashi_waza_3CMuw3ljBlQ_luta12_sub01.mp4,ashi_waza,ashi_waza_3CMuw3ljBlQ_luta12_sub01.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.8776506781578064
3CMuw3ljBlQ_luta13_sub01.mp4,ashi_waza_3CMuw3ljBlQ_luta13_sub01.mp4,ashi_waza,ashi_waza_3CMuw3ljBlQ_luta13_sub01.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.8686137795448303
3CMuw3ljBlQ_luta13_sub02.mp4,ashi_waza_3CMuw3ljBlQ_luta13_sub02.mp4,ashi_waza,ashi_waza_3CMuw3ljBlQ_luta13_sub02.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.8718670010566711
3CMuw3ljBlQ_luta14_sub01.mp4,ashi_waza_3CMuw3ljBlQ_luta14_sub01.mp4,ashi_waza,ashi_waza_3CMuw3ljBlQ_luta14_sub01.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.8056025505065918
3CMuw3ljBlQ_luta16_sub01.mp4,ashi_waza_3CMuw3ljBlQ_luta16_sub01.mp4,ashi_waza,ashi_waza_3CMuw3ljBlQ_luta16_sub01.mp4,ashi_waza,tachi_waza,sutemi_waza,0,0.5957778692245483
3CMuw3ljBlQ_luta16_sub02.mp4,ashi_waza_3CMuw3ljBlQ_luta16_sub02.mp4,ashi_waza,ashi_waza_3CMuw3ljBlQ_luta16_sub02.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.8610938787460327
3CMuw3ljBlQ_luta17_sub01.mp4,ashi_waza_3CMuw3ljBlQ_luta17_sub01.mp4,ashi_waza,ashi_waza_3CMuw3ljBlQ_luta17_sub01.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.737488329410553
3CMuw3ljBlQ_luta17_sub02.mp4,ashi_waza_3CMuw3ljBlQ_luta17_sub02.mp4,ashi_waza,ashi_waza_3CMuw3ljBlQ_luta17_sub02.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.9451945424079896
3CMuw3ljBlQ_luta18_sub01.mp4,ashi_waza_3CMuw3ljBlQ_luta18_sub01.mp4,ashi_waza,ashi_waza_3CMuw3ljBlQ_luta18_sub01.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.9606813192367554
3CMuw3ljBlQ_luta18_sub05.mp4,ashi_waza_3CMuw3ljBlQ_luta18_sub05.mp4,ashi_waza,ashi_waza_3CMuw3ljBlQ_luta18_sub05.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.7565306425094604
3CMuw3ljBlQ_luta19_sub03.mp4,ashi_waza_3CMuw3ljBlQ_luta19_sub03.mp4,ashi_waza,ashi_waza_3CMuw3ljBlQ_luta19_sub03.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.9016176462173462
3CMuw3ljBlQ_luta20_sub01.mp4,ashi_waza_3CMuw3ljBlQ_luta20_sub01.mp4,ashi_waza,ashi_waza_3CMuw3ljBlQ_luta20_sub01.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.8077061772346497
3CMuw3ljBlQ_luta22_sub01.mp4,ashi_waza_3CMuw3ljBlQ_luta22_sub01.mp4,ashi_waza,ashi_waza_3CMuw3ljBlQ_luta22_sub01.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.810309648513794
3CMuw3ljBlQ_luta22_sub02.mp4,ashi_waza_3CMuw3ljBlQ_luta22_sub02.mp4,ashi_waza,ashi_waza_3CMuw3ljBlQ_luta22_sub02.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.9166642427444458
3mcFb0cA808_luta01_sub01.mp4,ashi_waza_3mcFb0cA808_luta01_sub01.mp4,ashi_waza,ashi_waza_3mcFb0cA808_luta01_sub01.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.9429250359535216
3mcFb0cA808_luta01_sub02.mp4,ashi_waza_3mcFb0cA808_luta01_sub02.mp4,ashi_waza,ashi_waza_3mcFb0cA808_luta01_sub02.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.9264822006225586
3mcFb0cA808_luta02_sub01.mp4,ashi_waza_3mcFb0cA808_luta02_sub01.mp4,ashi_waza,ashi_waza_3mcFb0cA808_luta02_sub01.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.9514978528022766
3mcFb0cA808_luta04_sub01.mp4,ashi_waza_3mcFb0cA808_luta04_sub01.mp4,ashi_waza,ashi_waza_3mcFb0cA808_luta04_sub01.mp4,ashi_waza,tachi_waza,sutemi_waza,0,0.5060117244720459
3mcFb0cA808_luta05_sub01.mp4,ashi_waza_3mcFb0cA808_luta05_sub01.mp4,ashi_waza,ashi_waza_3mcFb0cA808_luta05_sub01.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.852674663066864
JTTP_kAAX7k_luta02_sub01.mp4,ashi_waza_JTTP_kAAX7k_luta02_sub01.mp4,ashi_waza,ashi_waza_JTTP_kAAX7k_luta02_sub01.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.8687342405319214
JTTP_kAAX7k_luta03_sub05.mp4,ashi_waza_JTTP_kAAX7k_luta03_sub05.mp4,ashi_waza,ashi_waza_JTTP_kAAX7k_luta03_sub05.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.924476444721222
JTTP_kAAX7k_luta04_sub04.mp4,ashi_waza_JTTP_kAAX7k_luta04_sub04.mp4,ashi_waza,ashi_waza_JTTP_kAAX7k_luta04_sub04.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.922292709350586
JTTP_kAAX7k_luta04_sub06.mp4,ashi_waza_JTTP_kAAX7k_luta04_sub06.mp4,ashi_waza,ashi_waza_JTTP_kAAX7k_luta04_sub06.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.9664334058761596
JTTP_kAAX7k_luta04_sub07.mp4,ashi_waza_JTTP_kAAX7k_luta04_sub07.mp4,ashi_waza,ashi_waza_JTTP_kAAX7k_luta04_sub07.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.9914591312408448
JTTP_kAAX7k_luta07_sub02.mp4,ashi_waza_JTTP_kAAX7k_luta07_sub02.mp4,ashi_waza,ashi_waza_JTTP_kAAX7k_luta07_sub02.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.5951930284500122
JTTP_kAAX7k_luta08_sub03.mp4,ashi_waza_JTTP_kAAX7k_luta08_sub03.mp4,ashi_waza,ashi_waza_JTTP_kAAX7k_luta08_sub03.mp4,ashi_waza,tachi_waza,sutemi_waza,0,0.5654141902923584
JTTP_kAAX7k_luta09_sub01.mp4,ashi_waza_JTTP_kAAX7k_luta09_sub01.mp4,ashi_waza,ashi_waza_JTTP_kAAX7k_luta09_sub01.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.8728258609771729
JTTP_kAAX7k_luta10_sub02.mp4,ashi_waza_JTTP_kAAX7k_luta10_sub02.mp4,ashi_waza,ashi_waza_JTTP_kAAX7k_luta10_sub02.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.7946597337722778
JTTP_kAAX7k_luta11_sub01.mp4,ashi_waza_JTTP_kAAX7k_luta11_sub01.mp4,ashi_waza,ashi_waza_JTTP_kAAX7k_luta11_sub01.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.93854957818985
JTTP_kAAX7k_luta11_sub03.mp4,ashi_waza_JTTP_kAAX7k_luta11_sub03.mp4,ashi_waza,ashi_waza_JTTP_kAAX7k_luta11_sub03.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.7803862690925598
JTTP_kAAX7k_luta13_sub02.mp4,ashi_waza_JTTP_kAAX7k_luta13_sub02.mp4,ashi_waza,ashi_waza_JTTP_kAAX7k_luta13_sub02.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.8798215985298157
KJoE31ErlHY_luta01_sub05.mp4,ashi_waza_KJoE31ErlHY_luta01_sub05.mp4,ashi_waza,ashi_waza_KJoE31ErlHY_luta01_sub05.mp4,ashi_waza,tachi_waza,sutemi_waza,0,0.7542936205863953
KJoE31ErlHY_luta02_sub01.mp4,ashi_waza_KJoE31ErlHY_luta02_sub01.mp4,ashi_waza,ashi_waza_KJoE31ErlHY_luta02_sub01.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.9545323848724364
KJoE31ErlHY_luta04_sub01.mp4,ashi_waza_KJoE31ErlHY_luta04_sub01.mp4,ashi_waza,ashi_waza_KJoE31ErlHY_luta04_sub01.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.5889557600021362
KJoE31ErlHY_luta10_sub01.mp4,ashi_waza_KJoE31ErlHY_luta10_sub01.mp4,ashi_waza,ashi_waza_KJoE31ErlHY_luta10_sub01.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.732670783996582
KJoE31ErlHY_luta11_sub02.mp4,ashi_waza_KJoE31ErlHY_luta11_sub02.mp4,ashi_waza,ashi_waza_KJoE31ErlHY_luta11_sub02.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.9606343507766724
KJoE31ErlHY_luta11_sub03.mp4,ashi_waza_KJoE31ErlHY_luta11_sub03.mp4,ashi_waza,ashi_waza_KJoE31ErlHY_luta11_sub03.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.8651448488235474
KJoE31ErlHY_luta12_sub01.mp4,ashi_waza_KJoE31ErlHY_luta12_sub01.mp4,ashi_waza,ashi_waza_KJoE31ErlHY_luta12_sub01.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.6038494110107422
KJoE31ErlHY_luta13_sub04.mp4,ashi_waza_KJoE31ErlHY_luta13_sub04.mp4,ashi_waza,ashi_waza_KJoE31ErlHY_luta13_sub04.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.8208407759666443
KQ42cd2XwEY_luta02_sub02.mp4,ashi_waza_KQ42cd2XwEY_luta02_sub02.mp4,ashi_waza,ashi_waza_KQ42cd2XwEY_luta02_sub02.mp4,ashi_waza,tachi_waza,sutemi_waza,0,0.519233226776123
KQ42cd2XwEY_luta05_06_sub01.mp4,ashi_waza_KQ42cd2XwEY_luta05_06_sub01.mp4,ashi_waza,ashi_waza_KQ42cd2XwEY_luta05_06_sub01.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.7728042602539062
KQ42cd2XwEY_luta05_06_sub02.mp4,ashi_waza_KQ42cd2XwEY_luta05_06_sub02.mp4,ashi_waza,ashi_waza_KQ42cd2XwEY_luta05_06_sub02.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.6479158997535706
KQ42cd2XwEY_luta07_sub04.mp4,ashi_waza_KQ42cd2XwEY_luta07_sub04.mp4,ashi_waza,ashi_waza_KQ42cd2XwEY_luta07_sub04.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.8679003715515137
KQ42cd2XwEY_luta09_sub02.mp4,ashi_waza_KQ42cd2XwEY_luta09_sub02.mp4,ashi_waza,sutemi_waza_KQ42cd2XwEY_luta09_sub02.mp4,sutemi_waza,sutemi_waza,sutemi_waza,1,0.7720014452934265
KQ42cd2XwEY_luta10_sub01.mp4,ashi_waza_KQ42cd2XwEY_luta10_sub01.mp4,ashi_waza,ashi_waza_KQ42cd2XwEY_luta10_sub01.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.7334393262863159
KQ42cd2XwEY_luta10_sub03.mp4,ashi_waza_KQ42cd2XwEY_luta10_sub03.mp4,ashi_waza,ashi_waza_KQ42cd2XwEY_luta10_sub03.mp4,ashi_waza,tachi_waza,sutemi_waza,0,0.7650449275970459
KQ42cd2XwEY_luta12_sub01.mp4,ashi_waza_KQ42cd2XwEY_luta12_sub01.mp4,ashi_waza,ashi_waza_KQ42cd2XwEY_luta12_sub01.mp4,ashi_waza,tachi_waza,sutemi_waza,0,0.7741783261299133
KQ42cd2XwEY_luta13_sub02.mp4,ashi_waza_KQ42cd2XwEY_luta13_sub02.mp4,ashi_waza,ashi_waza_KQ42cd2XwEY_luta13_sub02.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.7657508850097656
KQ42cd2XwEY_luta14_sub02.mp4,ashi_waza_KQ42cd2XwEY_luta14_sub02.mp4,ashi_waza,ashi_waza_KQ42cd2XwEY_luta14_sub02.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.8145307898521423
KQ42cd2XwEY_luta15_sub02.mp4,ashi_waza_KQ42cd2XwEY_luta15_sub02.mp4,ashi_waza,ashi_waza_KQ42cd2XwEY_luta15_sub02.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.7353952527046204
KQ42cd2XwEY_luta15_sub04.mp4,ashi_waza_KQ42cd2XwEY_luta15_sub04.mp4,ashi_waza,ashi_waza_KQ42cd2XwEY_luta15_sub04.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.5706503391265869
S4sz6Cu0a0A_luta03_sub01.mp4,ashi_waza_S4sz6Cu0a0A_luta03_sub01.mp4,ashi_waza,ashi_waza_S4sz6Cu0a0A_luta03_sub01.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.7395727038383484
S4sz6Cu0a0A_luta03_sub02.mp4,ashi_waza_S4sz6Cu0a0A_luta03_sub02.mp4,ashi_waza,ashi_waza_S4sz6Cu0a0A_luta03_sub02.mp4,ashi_waza,tachi_waza,sutemi_waza,0,0.5809035897254944
S4sz6Cu0a0A_luta06_sub01.mp4,ashi_waza_S4sz6Cu0a0A_luta06_sub01.mp4,ashi_waza,ashi_waza_S4sz6Cu0a0A_luta06_sub01.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.52946937084198
S4sz6Cu0a0A_luta07_sub01.mp4,ashi_waza_S4sz6Cu0a0A_luta07_sub01.mp4,ashi_waza,ashi_waza_S4sz6Cu0a0A_luta07_sub01.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.6971297264099121
S4sz6Cu0a0A_luta08_sub01.mp4,ashi_waza_S4sz6Cu0a0A_luta08_sub01.mp4,ashi_waza,ashi_waza_S4sz6Cu0a0A_luta08_sub01.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.9135884046554564
S4sz6Cu0a0A_luta09_sub01.mp4,ashi_waza_S4sz6Cu0a0A_luta09_sub01.mp4,ashi_waza,ashi_waza_S4sz6Cu0a0A_luta09_sub01.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.6407837271690369
S4sz6Cu0a0A_luta09_sub03.mp4,ashi_waza_S4sz6Cu0a0A_luta09_sub03.mp4,ashi_waza,ashi_waza_S4sz6Cu0a0A_luta09_sub03.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.7557618618011475
S4sz6Cu0a0A_luta10_sub02.mp4,ashi_waza_S4sz6Cu0a0A_luta10_sub02.mp4,ashi_waza,ashi_waza_S4sz6Cu0a0A_luta10_sub02.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.8024569153785706
S4sz6Cu0a0A_luta11_sub03.mp4,ashi_waza_S4sz6Cu0a0A_luta11_sub03.mp4,ashi_waza,ashi_waza_S4sz6Cu0a0A_luta11_sub03.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.8031896948814392
S4sz6Cu0a0A_luta12_sub01.mp4,ashi_waza_S4sz6Cu0a0A_luta12_sub01.mp4,ashi_waza,ashi_waza_S4sz6Cu0a0A_luta12_sub01.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.8945131301879883
S4sz6Cu0a0A_luta13_sub01.mp4,ashi_waza_S4sz6Cu0a0A_luta13_sub01.mp4,ashi_waza,ashi_waza_S4sz6Cu0a0A_luta13_sub01.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.8108641505241394
S4sz6Cu0a0A_luta14_sub01.mp4,ashi_waza_S4sz6Cu0a0A_luta14_sub01.mp4,ashi_waza,ashi_waza_S4sz6Cu0a0A_luta14_sub01.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.8443126678466797
S4sz6Cu0a0A_luta15_sub01.mp4,ashi_waza_S4sz6Cu0a0A_luta15_sub01.mp4,ashi_waza,ashi_waza_S4sz6Cu0a0A_luta15_sub01.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.7728569507598877
S4sz6Cu0a0A_luta16_sub01.mp4,ashi_waza_S4sz6Cu0a0A_luta16_sub01.mp4,ashi_waza,ashi_waza_S4sz6Cu0a0A_luta16_sub01.mp4,ashi_waza,tachi_waza,sutemi_waza,0,0.6849845051765442
S4sz6Cu0a0A_luta16_sub02.mp4,ashi_waza_S4sz6Cu0a0A_luta16_sub02.mp4,ashi_waza,ashi_waza_S4sz6Cu0a0A_luta16_sub02.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.9592552185058594
S4sz6Cu0a0A_luta16_sub04.mp4,ashi_waza_S4sz6Cu0a0A_luta16_sub04.mp4,ashi_waza,ashi_waza_S4sz6Cu0a0A_luta16_sub04.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.882344663143158
S4sz6Cu0a0A_luta17_sub01.mp4,ashi_waza_S4sz6Cu0a0A_luta17_sub01.mp4,ashi_waza,ashi_waza_S4sz6Cu0a0A_luta17_sub01.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.728954017162323
S4sz6Cu0a0A_luta17_sub03.mp4,ashi_waza_S4sz6Cu0a0A_luta17_sub03.mp4,ashi_waza,ashi_waza_S4sz6Cu0a0A_luta17_sub03.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.9314286708831788
S4sz6Cu0a0A_luta18_sub01.mp4,ashi_waza_S4sz6Cu0a0A_luta18_sub01.mp4,ashi_waza,ashi_waza_S4sz6Cu0a0A_luta18_sub01.mp4,ashi_waza,tachi_waza,sutemi_waza,0,0.6882311105728149
S4sz6Cu0a0A_luta18_sub02.mp4,ashi_waza_S4sz6Cu0a0A_luta18_sub02.mp4,ashi_waza,ashi_waza_S4sz6Cu0a0A_luta18_sub02.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.7268475294113159
Wa2koy9Wlx0_luta03_sub01.mp4,ashi_waza_Wa2koy9Wlx0_luta03_sub01.mp4,ashi_waza,ashi_waza_Wa2koy9Wlx0_luta03_sub01.mp4,ashi_waza,tachi_waza,tachi_waza,1,0.8454102873802185
